Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
2489,"Age_Age_28_34, Gender_Female, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1162,0.7393,73.93%,0.9964
2490,"Height_Height_150_160, Smoking_No",Temperature_Temp_Normal,0.1228,0.7756,77.56%,0.9964
2491,BMI_BMI_Underweight,"Heart Rate_HR_Normal, Smoking_No",0.1644,0.5857,58.57%,0.9964
2492,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1588,0.703,70.3%,0.9964
2493,"Age_Age_28_34, Blood Pressure_BP_Normal",Cholesterol_Chol_Normal,0.1494,0.6144,61.44%,0.9964
2494,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.2111,0.7393,73.93%,0.9964
2495,"Blood Pressure_BP_Normal, Diabetes_No, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.2412,0.5857,58.57%,0.9964
2496,"Blood Type_B, Cholesterol_Chol_Normal",Smoking_No,0.1217,0.7888,78.88%,0.9964
2497,"BMI_BMI_Underweight, Diabetes_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1147,0.592,59.2%,0.9963
2498,Height_Height_180_190,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1132,0.5751,57.51%,0.9963
2499,"Age_Age_28_34, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.132,0.592,59.2%,0.9963
2500,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1346,0.6139,61.39%,0.9963
2501,Weight_Weight_80_90,Diabetes_No,0.1456,0.8878,88.78%,0.9963
2502,"BMI_BMI_Normal, Gender_Female",Cholesterol_Chol_Normal,0.1014,0.6144,61.44%,0.9963
2503,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1481,0.7755,77.55%,0.9963
2504,"Heart Rate_HR_Normal, Height_Height_150_160, Temperature_Temp_Normal",Diabetes_No,0.1023,0.8878,88.78%,0.9963
2505,"Diabetes_No, Height_Height_180_190",Smoking_No,0.1387,0.7887,78.87%,0.9963
2506,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1242,0.6905,69.05%,0.9963
2507,"Blood Type_O, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1018,0.5478,54.78%,0.9963
2508,"Age_Age_28_34, Gender_Female","Smoking_No, Temperature_Temp_Normal",0.1239,0.6139,61.39%,0.9963
2509,"Cholesterol_Chol_Borderline, Diabetes_No, Gender_Male",Smoking_No,0.1065,0.7887,78.87%,0.9963
2510,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1116,0.592,59.2%,0.9963
2511,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1242,0.512,51.2%,0.9963
2512,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.2412,0.5468,54.68%,0.9963
2513,"Heart Rate_HR_Normal, Height_Height_150_160",Diabetes_No,0.1319,0.8878,88.78%,0.9962
2514,"Age_Age_28_34, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.209,0.7755,77.55%,0.9962
2515,"Age_Age_18_22, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No",0.1269,0.7029,70.29%,0.9962
2516,"Age_Age_28_34, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.2353,0.7392,73.92%,0.9962
2517,"Age_Age_28_34, Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Diabetes_No,0.1033,0.8878,88.78%,0.9962
2518,"Gender_Male, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.2063,0.527,52.7%,0.9962
2519,"BMI_BMI_Obese, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1046,0.7754,77.54%,0.9962
2520,Weight_Weight_50_60,"Diabetes_No, Smoking_No",0.1173,0.7029,70.29%,0.9962
2521,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Blood Pressure_BP_Normal,0.1047,0.5919,59.19%,0.9962
2522,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1178,0.7392,73.92%,0.9962
2523,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.191,0.5478,54.78%,0.9962
2524,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Smoking_No,0.1781,0.7886,78.86%,0.9962
2525,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.11,0.575,57.5%,0.9962
2526,Cholesterol_Chol_Borderline,"Diabetes_No, Temperature_Temp_Normal",0.2102,0.6904,69.04%,0.9962
2527,"Height_Height_190_200, Smoking_No",Heart Rate_HR_Normal,0.1157,0.7392,73.92%,0.9962
2528,"Smoking_No, Weight_Weight_50_60",Temperature_Temp_Normal,0.1018,0.7754,77.54%,0.9962
2529,"Age_Age_28_34, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.165,0.5119,51.19%,0.9962
2530,"Diabetes_No, Temperature_Temp_Fever",Cholesterol_Chol_Normal,0.1158,0.6143,61.43%,0.9962
2531,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1047,0.527,52.7%,0.9962
2532,"Blood Type_B, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1018,0.5467,54.67%,0.9962
2533,"BMI_BMI_Normal, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1352,0.7886,78.86%,0.9961
2534,"Blood Pressure_BP_Elevated, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1014,0.575,57.5%,0.9961
2535,"Blood Type_B, Smoking_No",Cholesterol_Chol_Normal,0.1217,0.6143,61.43%,0.9961
2536,"BMI_BMI_Normal, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1822,0.6138,61.38%,0.9961
2537,"BMI_BMI_Normal, Diabetes_No, Gender_Male",Smoking_No,0.1156,0.7886,78.86%,0.9961
2538,"Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Blood Pressure_BP_Normal,0.2576,0.5919,59.19%,0.9961
2539,"Blood Type_AB, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1337,0.6138,61.38%,0.9961
2540,"Blood Pressure_BP_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.3253,0.7028,70.28%,0.9961
2541,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male","Smoking_No, Temperature_Temp_Normal",0.1111,0.6138,61.38%,0.9961
2542,"Age_Age_28_34, Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.1047,0.7886,78.86%,0.9961
2543,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.2002,0.5467,54.67%,0.9961
2544,Height_Height_170_180,Blood Pressure_BP_Normal,0.1173,0.5919,59.19%,0.9961
2545,Blood Type_AB,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1249,0.5119,51.19%,0.9961
2546,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1145,0.7391,73.91%,0.9961
2547,"Height_Height_150_160, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.109,0.8876,88.76%,0.9961
2548,Height_Height_180_190,Heart Rate_HR_Normal,0.1455,0.7391,73.91%,0.9961
2549,"BMI_BMI_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1051,0.5477,54.77%,0.9961
2550,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1481,0.5467,54.67%,0.996
2551,"Blood Type_AB, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1249,0.6904,69.04%,0.996
2552,Height_Height_180_190,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1008,0.5119,51.19%,0.996
2553,"BMI_BMI_Normal, Cholesterol_Chol_Normal",Smoking_No,0.1612,0.7885,78.85%,0.996
2554,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1195,0.5749,57.49%,0.996
2555,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male, Smoking_No",Diabetes_No,0.1267,0.8876,88.76%,0.996
2556,Height_Height_190_200,"Heart Rate_HR_Normal, Smoking_No",0.1157,0.5855,58.55%,0.996
2557,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1079,0.6137,61.37%,0.996
2558,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Diabetes_No",Temperature_Temp_Normal,0.125,0.7753,77.53%,0.996
2559,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1393,0.7391,73.91%,0.996
2560,Gender_Male,Cholesterol_Chol_Normal,0.304,0.6142,61.42%,0.996
2561,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1481,0.5749,57.49%,0.996
2562,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline","Diabetes_No, Temperature_Temp_Normal",0.125,0.6903,69.03%,0.996
2563,"Cholesterol_Chol_Borderline, Diabetes_No",Temperature_Temp_Normal,0.2102,0.7753,77.53%,0.996
2564,"Age_Age_28_34, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1657,0.5477,54.77%,0.996
2565,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male",Smoking_No,0.1427,0.7885,78.85%,0.996
2566,"Cholesterol_Chol_Normal, Gender_Female",Blood Pressure_BP_Normal,0.1814,0.5918,59.18%,0.996
2567,"BMI_BMI_Normal, Diabetes_No, Gender_Female",Smoking_No,0.1165,0.7885,78.85%,0.996
2568,"Blood Pressure_BP_High, Diabetes_No",Heart Rate_HR_Normal,0.1183,0.739,73.9%,0.996
2569,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male","Smoking_No, Temperature_Temp_Normal",0.1605,0.6137,61.37%,0.996
2570,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female",Heart Rate_HR_Normal,0.2019,0.739,73.9%,0.996
2571,"Age_Age_28_34, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.165,0.7753,77.53%,0.996
2572,"BMI_BMI_Normal, Diabetes_No",Smoking_No,0.2341,0.7885,78.85%,0.996
2573,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1605,0.6903,69.03%,0.996
2574,"Age_Age_28_34, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.165,0.5749,57.49%,0.996
2575,"Blood Type_O, Cholesterol_Chol_Normal",Smoking_No,0.1216,0.7885,78.85%,0.9959
2576,BMI_BMI_Obese,"Diabetes_No, Heart Rate_HR_Normal",0.1195,0.6587,65.87%,0.9959
2577,"Blood Type_A, Cholesterol_Chol_Normal, Diabetes_No",Temperature_Temp_Normal,0.1045,0.7752,77.52%,0.9959
2578,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No",Blood Pressure_BP_Normal,0.1328,0.5918,59.18%,0.9959
2579,"BMI_BMI_Underweight, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1275,0.7752,77.52%,0.9959
2580,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No",Diabetes_No,0.2063,0.8875,88.75%,0.9959
2581,Height_Height_170_180,"Blood Pressure_BP_Normal, Diabetes_No",0.1044,0.5269,52.69%,0.9959
2582,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1176,0.5918,59.18%,0.9959
2583,"BMI_BMI_Underweight, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1535,0.6136,61.36%,0.9959
2584,"Age_Age_18_22, Cholesterol_Chol_Normal",Smoking_No,0.1424,0.7884,78.84%,0.9959
2585,BMI_BMI_Normal,Smoking_No,0.2619,0.7884,78.84%,0.9959
2586,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1196,0.5918,59.18%,0.9959
2587,"Age_Age_28_34, Blood Pressure_BP_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1601,0.6587,65.87%,0.9959
2588,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1481,0.5118,51.18%,0.9959
2589,"Cholesterol_Chol_Normal, Gender_Female",Heart Rate_HR_Normal,0.2265,0.739,73.9%,0.9959
2590,"Blood Type_O, Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1018,0.6136,61.36%,0.9959
2591,"Cholesterol_Chol_Normal, Gender_Female","Diabetes_No, Heart Rate_HR_Normal",0.2019,0.6586,65.86%,0.9959
2592,"Blood Pressure_BP_Normal, Blood Type_B",Heart Rate_HR_Normal,0.1105,0.7389,73.89%,0.9959
2593,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Smoking_No,0.1536,0.7884,78.84%,0.9959
2594,BMI_BMI_Underweight,"Diabetes_No, Temperature_Temp_Normal",0.1938,0.6902,69.02%,0.9959
2595,"Smoking_Yes, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1019,0.6586,65.86%,0.9959
2596,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.2709,0.6141,61.41%,0.9959
2597,"BMI_BMI_Underweight, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1147,0.5268,52.68%,0.9959
2598,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.1769,0.7884,78.84%,0.9959
2599,"Age_Age_28_34, Heart Rate_HR_Normal, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1288,0.5476,54.76%,0.9958
2600,"Cholesterol_Chol_Borderline, Gender_Female",Temperature_Temp_Normal,0.1163,0.7752,77.52%,0.9958
2601,"Age_Age_23_27, Diabetes_No, Smoking_No",Blood Pressure_BP_Normal,0.122,0.5917,59.17%,0.9958
2602,"Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1876,0.5917,59.17%,0.9958
2603,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1242,0.7389,73.89%,0.9958
2604,"Blood Pressure_BP_Normal, Gender_Male, Temperature_Temp_Normal",Diabetes_No,0.2037,0.8874,88.74%,0.9958
2605,"Blood Type_AB, Cholesterol_Chol_Normal",Heart Rate_HR_Normal,0.1113,0.7389,73.89%,0.9958
2606,"Temperature_Temp_Normal, Weight_Weight_80_90",Diabetes_No,0.1131,0.8874,88.74%,0.9958
2607,"BMI_BMI_Underweight, Diabetes_No, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1134,0.5853,58.53%,0.9958
2608,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Smoking_No,0.225,0.7883,78.83%,0.9958
2609,"BMI_BMI_Underweight, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1275,0.5853,58.53%,0.9958
2610,"Diabetes_No, Gender_Male, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1193,0.5917,59.17%,0.9958
2611,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1242,0.6586,65.86%,0.9958
2612,"Age_Age_28_34, Cholesterol_Chol_Normal, Gender_Female",Diabetes_No,0.1106,0.8873,88.73%,0.9958
2613,Blood Type_O,"Diabetes_No, Smoking_No",0.1762,0.7025,70.25%,0.9957
2614,"Diabetes_No, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1536,0.5917,59.17%,0.9957
2615,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1666,0.5917,59.17%,0.9957
2616,"Heart Rate_HR_Normal, Weight_Weight_80_90",Diabetes_No,0.1083,0.8873,88.73%,0.9957
2617,Weight_Weight_80_90,Cholesterol_Chol_Normal,0.1007,0.614,61.4%,0.9957
2618,"Height_Height_150_160, Smoking_No",Diabetes_No,0.1405,0.8873,88.73%,0.9957
2619,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.2002,0.7883,78.83%,0.9957
2620,"BMI_BMI_Underweight, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1275,0.7388,73.88%,0.9957
2621,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1481,0.6901,69.01%,0.9957
2622,"Blood Type_A, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1252,0.6585,65.85%,0.9957
2623,"Cholesterol_Chol_Borderline, Gender_Male",Smoking_No,0.1195,0.7883,78.83%,0.9957
2624,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1051,0.775,77.5%,0.9957
2625,"Age_Age_18_22, Gender_Male","Diabetes_No, Smoking_No",0.1004,0.7025,70.25%,0.9957
2626,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1536,0.8873,88.73%,0.9957
2627,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.2411,0.614,61.4%,0.9957
2628,"Cholesterol_Chol_Borderline, Diabetes_No, Gender_Female",Temperature_Temp_Normal,0.1036,0.775,77.5%,0.9957
2629,"Age_Age_28_34, Blood Pressure_BP_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1241,0.7388,73.88%,0.9957
2630,"Blood Type_O, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1018,0.7388,73.88%,0.9957
2631,"Diabetes_No, Height_Height_180_190",Heart Rate_HR_Normal,0.1299,0.7388,73.88%,0.9957
2632,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1876,0.7388,73.88%,0.9957
2633,"Blood Type_O, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.1085,0.7882,78.82%,0.9957
2634,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1481,0.614,61.4%,0.9957
2635,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1051,0.7388,73.88%,0.9957
2636,"Blood Type_O, Diabetes_No, Smoking_No",Blood Pressure_BP_Normal,0.1042,0.5916,59.16%,0.9956
2637,Blood Pressure_BP_Elevated,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1136,0.5747,57.47%,0.9956
2638,Height_Height_180_190,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1076,0.5464,54.64%,0.9956
2639,"Age_Age_28_34, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1855,0.7882,78.82%,0.9956
2640,"Diabetes_No, Gender_Male, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1605,0.5916,59.16%,0.9956
2641,"Age_Age_18_22, Gender_Female",Heart Rate_HR_Normal,0.107,0.7388,73.88%,0.9956
2642,"BMI_BMI_Underweight, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1134,0.7388,73.88%,0.9956
2643,"Age_Age_28_34, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1043,0.775,77.5%,0.9956
2644,"Diabetes_No, Weight_Weight_50_60",Smoking_No,0.1173,0.7882,78.82%,0.9956
2645,"BMI_BMI_Underweight, Cholesterol_Chol_Normal, Smoking_No",Heart Rate_HR_Normal,0.1017,0.7387,73.87%,0.9956
2646,"Age_Age_28_34, Blood Pressure_BP_Normal, Diabetes_No",Cholesterol_Chol_Normal,0.1328,0.6139,61.39%,0.9956
2647,"Temperature_Temp_Normal, Weight_Weight_40_50",Diabetes_No,0.1133,0.8872,88.72%,0.9956
2648,"Age_Age_28_34, Gender_Male, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1168,0.7387,73.87%,0.9956
2649,"Blood Type_A, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1252,0.8872,88.72%,0.9956
2650,"Blood Pressure_BP_Normal, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.2002,0.5474,54.74%,0.9956
2651,"Age_Age_28_34, Diabetes_No, Gender_Male",Smoking_No,0.143,0.7882,78.82%,0.9956
2652,Cholesterol_Chol_Borderline,"Heart Rate_HR_Normal, Smoking_No",0.1781,0.5852,58.52%,0.9956
2653,"BMI_BMI_Normal, Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.1822,0.7881,78.81%,0.9956
2654,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1393,0.7749,77.49%,0.9955
2655,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1376,0.6134,61.34%,0.9955
2656,"BMI_BMI_Underweight, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1432,0.7387,73.87%,0.9955
2657,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1196,0.6139,61.39%,0.9955
2658,"Age_Age_28_34, Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1241,0.7749,77.49%,0.9955
2659,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1666,0.6139,61.39%,0.9955
2660,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.2146,0.5916,59.16%,0.9955
2661,"Age_Age_28_34, Blood Pressure_BP_Normal, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.132,0.7749,77.49%,0.9955
2662,BMI_BMI_Normal,"Smoking_No, Temperature_Temp_Normal",0.2038,0.6134,61.34%,0.9955
2663,"Age_Age_23_27, Blood Pressure_BP_Normal",Cholesterol_Chol_Normal,0.1059,0.6139,61.39%,0.9955
2664,"BMI_BMI_Underweight, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1609,0.7387,73.87%,0.9955
2665,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1346,0.7881,78.81%,0.9955
2666,"BMI_BMI_Normal, Gender_Male",Smoking_No,0.1293,0.7881,78.81%,0.9955
2667,"Age_Age_28_34, Gender_Female",Heart Rate_HR_Normal,0.1491,0.7387,73.87%,0.9955
2668,"Height_Height_150_160, Temperature_Temp_Normal",Diabetes_No,0.1377,0.8871,88.71%,0.9955
2669,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Smoking_No",Cholesterol_Chol_Normal,0.1267,0.6139,61.39%,0.9955
2670,"Age_Age_28_34, Cholesterol_Chol_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1328,0.5266,52.66%,0.9955
2671,"Blood Type_O, Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1018,0.6139,61.39%,0.9955
2672,"Age_Age_28_34, Gender_Female, Temperature_Temp_Normal",Smoking_No,0.1239,0.7881,78.81%,0.9955
2673,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1393,0.5746,57.46%,0.9955
2674,"BMI_BMI_Underweight, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1535,0.7749,77.49%,0.9955
2675,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.144,0.7881,78.81%,0.9955
2676,"Age_Age_28_34, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.209,0.7386,73.86%,0.9955
2677,"Age_Age_28_34, Gender_Female, Temperature_Temp_Normal",Diabetes_No,0.1394,0.8871,88.71%,0.9955
2678,"Cholesterol_Chol_Borderline, Gender_Male","Diabetes_No, Smoking_No",0.1065,0.7023,70.23%,0.9955
2679,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1346,0.6138,61.38%,0.9955
2680,"Height_Height_150_160, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.109,0.7023,70.23%,0.9955
2681,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Temperature_Temp_Normal",Smoking_No,0.1605,0.7881,78.81%,0.9954
2682,"Age_Age_28_34, Cholesterol_Chol_Normal",Smoking_No,0.1987,0.7881,78.81%,0.9954
2683,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1242,0.5746,57.46%,0.9954
2684,"BMI_BMI_Normal, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1119,0.6138,61.38%,0.9954
2685,"Cholesterol_Chol_Normal, Gender_Female","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1568,0.5116,51.16%,0.9954
2686,"Age_Age_28_34, Gender_Female",Smoking_No,0.159,0.788,78.8%,0.9954
2687,"Smoking_No, Weight_Weight_80_90",Diabetes_No,0.1155,0.887,88.7%,0.9954
2688,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1191,0.5473,54.73%,0.9954
2689,"Blood Pressure_BP_Normal, Blood Type_B, Diabetes_No",Temperature_Temp_Normal,0.103,0.7748,77.48%,0.9954
2690,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No",Cholesterol_Chol_Normal,0.1427,0.6138,61.38%,0.9954
